W7_id1,W7_id2,W7_id3,W7_id4,W7_ind1,W7_team,W7_posit,W701_01,W701_02,W702_01,W702_02,W703_01,W703_02,W704,W705_01,W705_02,W706_01,W706_02,W706_03,W706_04,W706_05,W706_06,W706_07,W706_08,W707,W708_01,W708_02,W708_03,W708_04,W708_05,W708_06,W708_07,W708_08,W708_09,W708_10,W708_11,W708_12,W708_13,W708_14,W708_15,W709_01,W709_02,W709_03,W709_04,W709_05,W709_06,W709_07,W709_08,W710_01,W710_02,W710_03,W710_04,W710_05,W710_06,W710_07,W710_08,W710_09,W710_10,W710_11,W710_12,W710_13,W710_14,W711,W712_01,W712_02,W712_03,W712_04,W712_05,W712_06,W713_01,W713_02,W713_03,W713_04,W713_05,W713_06,W713_07,W713_08,W713_09,W713_10,W713_11,W713_12,W713_13,W713_14,W713_15,W713_16,W713_17,W713_18,W713_19,W713_20,W713_21,W713_22,W713_23,W713_24,W714_01,W714_02,W714_03,W714_04,W714_05,W714_06,W714_07,W714_08,W715,W716,W717_01,W717_02,W718,W719_01,W719_02,W719_03,W719_04,W719_05,W719_06,W719_07,W720,W721,W722,W723_01,W723_02,W723_03,W723_04,W723_05,W723_06,W724_01,W724_02,W724_03,W724_04,W724_05,W724_06,W724_07,W724_08,W725_01,W725_02,W725_03,W725_04,W726_01,W726_02,W726_03,W726_04,W726_05,W726_06,W727_01,W727_02,W727_03,W727_04,W727_05,W727_06,W727_07,W727_08,W727_09,W727_10,W727_11,W727_12,W728_01,W728_02,W728_03,W728_04,W729_01,W729_02,W729_03,W729_04,W729_05,W729_06,W729_07,W730_01,W730_02,W730_03,W730_04,W731_01,W731_02,W731_03,W731_04,W731_05,W731_06,W732,W733,W734,W735_01,W735_02,W736_01,W736_02,W7_sex,W7_birthy,W7_birthm,W7_marr,W7_edu,W7_affil,C7_IND1,C7_KSIC1,C7_KSIC2,C7_KSIC3,C7_SCALE,C7_TYPE,C7C01_07_04,C7C01_07_08,C7C01_07_12,C7C01_07_16,C7C01_07_20,C7C01_07_24,C7C01_07_28,C7C01_07_32,C7C02_01_05,C7C02_01_06,C7C02_01_07,C7C02_01_08
222,0,311,5,1,1,3,2001,3,2007,7,1,5,301,2015,3,3,4,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,2,2,,2,,2,,2,,5,2,4,4,4,4,4,2,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,3,,,,2,,,,,,,,4,3,1,,,,,,,,,,,,,,,4,3,3,3,4,5,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,3,4,4,4,4,2,4,3,4,3,2,4,,,,,,,,,,,1,2,2,40,0,9260,,2,71,3,2,7,2,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,312,0,1,1,1,2003,1,2016,8,1,6,301,2003,1,4,4,4,3,4,2,3,4,2,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,,,,1,2,2,,1,1,2,,2,,2,,2,,3,3,3,3,3,3,3,2,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,2,2,2,3,2,3,4,2,4,,,,,,,,,3,3,4,3,2,3,2,3,2,3,3,3,3,3,3,3,2,3,3,4,3,3,4,3,4,4,3,4,3,3,2,4,3,,,,,,,,,,,1,,2,40,10,7800,,2,80,4,2,6,1,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,312,1,1,1,3,2016,9,2016,9,5,5,301,2016,9,4,4,5,4,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,3,2,,2,,2,,2,,1,4,4,4,4,4,4,3,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,3,,,,2,,,,,,,,3,2,1,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,3,3,3,,,,,,,,,,,1,2,2,40,0,,560,1,75,8,2,6,3,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,312,2,1,1,3,2007,12,2014,11,1,4,301,2012,1,4,3,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,4,4,4,4,4,4,4,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,3,,,,2,,,,,,,,5,2,1,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,2,2,2,,,,,,,,,,,1,2,2,40,0,6000,,1,82,1,2,6,4,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,312,3,1,1,3,2007,12,2011,1,4,5,301,2015,1,2,4,3,3,4,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,2,3,3,4,3,4,3,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,1,,,,2,,,,,,,,5,3,2,,,,,,,,,,,,,,,4,3,4,3,2,3,3,3,3,4,4,3,4,3,4,4,4,4,2,4,4,4,3,2,3,3,2,3,4,3,3,3,4,,,,,,,,,,,1,2,2,40,15,6800,,1,76,4,2,7,2,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,312,4,1,1,3,2007,8,2014,3,1,4,301,2009,9,2,3,3,4,4,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,4,2,,2,,1,2,2,,8,3,4,5,4,4,3,3,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,2,2,1,,,,,,,,,,,,,,,3,2,2,3,2,4,3,4,3,4,3,2,2,4,4,4,5,4,2,4,4,4,4,2,4,4,4,5,4,3,3,2,3,,,,,,,,,,,1,2,2,40,10,5600,,1,79,3,1,6,2,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,312,5,1,1,3,2014,10,2014,10,3,3,399,2014,10,2,3,3,3,4,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,3,2,,2,,2,,2,,3,4,4,3,3,4,4,2,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,1,2,3020,11,2010,2,3,3,3,2,2,,,,,,,,,,,,,,,3,3,4,4,4,4,4,4,3,4,2,3,2,4,3,3,4,4,3,4,4,3,2,3,4,3,4,4,2,4,3,4,2,,,,,,,,,,,1,2,2,40,10,-9,,2,87,6,1,6,4,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,321,0,1,1,1,2001,9,2017,8,1,6,302,2017,8,4,4,4,4,4,4,3,4,2,4,4,3,5,5,4,5,5,4,5,3,4,3,3,4,5,4,4,4,4,,,,2,,2,,1,3,2,,2,,2,,2,,1,3,3,3,3,3,3,1,3,2,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,5,2,2,4,5,5,4,5,4,,,,,,,,,4,4,4,3,4,5,4,4,4,4,5,5,5,3,4,4,5,3,3,4,5,4,4,4,4,4,4,4,3,4,2,2,4,,,,,,,,,,,1,,2,40,5,8500,,1,66,1,2,6,4,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,321,1,1,1,3,2005,5,2011,3,1,5,302,2007,7,4,4,3,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,2,,2,,2,,2,3,3,3,3,3,3,3,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,2,1,2,,,,,,,,,,,,,,,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,2,3,3,4,3,2,4,3,4,3,3,4,3,3,3,3,3,,,,,,,,,,,1,2,2,40,2,6500,,1,79,2,2,6,1,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,321,2,1,1,3,2001,6,2012,3,1,3,302,2001,6,4,4,4,4,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,3,2,,2,,2,,2,,1,3,3,3,3,3,3,3,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,4,,,,2,,,,,,,,2,1,2,,,,,,,,,,,,,,,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,4,4,3,4,4,4,4,3,4,4,3,3,3,3,4,4,3,,,,,,,,,,,1,2,2,40,0,-9,,2,74,1,2,4,,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,321,3,1,1,3,2002,4,2011,3,1,5,302,2017,2,4,4,4,3,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,3,2,,2,,1,3,2,,12,2,3,4,4,3,4,4,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,3,2,1,,,,,,,,,,,,,,,3,3,3,3,3,3,2,3,2,3,4,3,3,3,4,3,4,4,3,3,3,2,4,2,3,3,3,3,3,4,3,3,2,,,,,,,,,,,1,2,2,40,10,7200,,1,76,12,2,6,2,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,331,0,1,1,1,2001,1,2017,4,1,6,303,2017,4,4,5,4,4,4,3,4,4,3,4,4,4,4,5,4,5,4,5,4,4,5,4,4,5,4,4,4,4,3,,,,1,3,2,,1,3,2,,2,,1,3,2,,9,4,4,4,4,4,3,4,4,2,,2,,2,,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,3,,,,2,,,,,,,,2,3,1,4,4,4,4,4,4,,,,,,,,,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,3,3,4,5,4,4,3,4,4,3,4,4,4,3,3,4,,,,,,,,,,,1,,2,40,2,8400,,1,71,1,2,6,1,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,331,1,1,1,3,2007,12,2013,3,1,4,303,2014,3,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,2,2,,2,,2,,2,,3,4,4,4,4,4,3,4,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,3,,,,2,,,,,,,,3,2,1,,,,,,,,,,,,,,,4,5,4,5,3,4,3,4,3,4,3,3,4,4,4,4,3,3,3,4,4,4,4,3,4,4,2,3,2,3,2,2,2,,,,,,,,,,,1,2,2,40,10,6500,,1,78,7,2,6,1,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,331,2,1,1,3,2007,3,2014,3,1,4,303,2007,3,4,4,5,4,3,3,5,5,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,3,2,,2,,2,,2,,4,3,3,3,4,4,4,3,3,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,1,2,2,,2,,2,,3,,,,2,,,,,,,,3,2,1,,,,,,,,,,,,,,,4,5,5,5,3,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,,,,,,,,,,,1,2,2,40,10,6500,,1,79,2,2,6,1,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,331,3,1,1,3,2012,4,2016,6,1,3,303,2017,1,4,4,4,4,5,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,3,3,4,4,4,5,5,4,4,2,,2,,2,,2,,2,,2,,1,4,2,,2,,2,,2,,1,2,2,,2,,2,,3,,,,1,2,2130,40,2011,4,2,4,2,2,2,,,,,,,,,,,,,,,4,4,3,4,4,5,5,5,4,4,4,4,4,5,5,4,5,3,2,4,5,4,3,3,4,4,2,3,2,4,1,3,1,,,,,,,,,,,1,2,2,40,0,5900,,1,85,8,1,6,1,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,331,4,1,1,3,2012,3,2016,5,1,3,303,2016,2,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,1,3,2,,2,,2,,2,,1,4,4,3,4,4,4,3,3,2,,2,,2,,2,,2,,1,3,1,3,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,3,2,2,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,4,4,4,4,4,4,3,3,4,4,2,3,4,,,,,,,,,,,1,2,2,40,10,5500,,2,85,10,2,6,1,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,0,331,5,1,1,3,2014,7,2014,7,4,4,303,2014,7,4,3,4,3,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,3,2,,2,,2,,2,,4,3,4,3,4,4,4,4,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,3,,,,1,2,2010,20,2007,1,4,4,3,3,2,,,,,,,,,,,,,,,4,4,4,4,4,4,3,5,4,4,4,4,3,4,5,4,4,3,1,2,3,4,5,4,5,5,2,3,3,4,2,2,2,,,,,,,,,,,1,2,2,40,5,8000,,1,80,2,2,6,2,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,2,101,0,1,1,1,2001,8,2015,12,1,6,101,2014,12,4,3,4,4,4,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,4,5,5,4,,,,1,4,2,,1,3,2,,2,,2,,2,,5,4,4,3,4,4,4,4,4,2,,2,,2,,2,,2,,2,,1,4,2,,2,,2,,2,,1,3,2,,2,,2,,1,,,,2,,,,,,,,4,3,1,5,4,5,5,5,5,,,,,,,,,5,4,5,4,5,4,5,5,4,5,5,5,5,4,4,4,4,3,2,4,5,5,4,4,4,4,3,4,4,4,2,3,2,,,,,,,,,,,1,,2,40,0,10000,,1,63,3,2,6,4,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,2,101,1,1,1,3,2016,1,2016,1,3,3,101,2016,1,3,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,1,3,2,,2,,2,,2,,3,1,1,3,2,2,3,4,4,2,,2,,2,,2,,2,,2,,1,1,2,,1,1,1,1,2,,1,1,2,,2,,2,,1,,,,2,,,,,,,,1,3,3,,,,,,,,,,,,,,,3,3,2,1,1,3,1,4,3,3,1,1,1,4,3,2,5,5,3,4,3,3,4,3,4,3,2,4,3,4,3,4,4,,,,,,,,,,,1,2,2,40,10,,364,1,86,8,1,7,4,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,2,101,2,1,1,3,2016,1,2016,1,3,3,101,2016,2,3,3,3,4,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,2,2,,2,,2,,2,,5,4,3,2,3,3,4,4,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,2,3,4,,,,,,,,,,,,,,,3,4,4,3,2,4,4,4,3,3,4,4,4,4,4,4,5,4,2,4,4,3,4,2,5,3,1,2,2,3,2,3,4,,,,,,,,,,,1,2,2,40,15,,350,2,89,11,1,7,3,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,2,101,3,1,1,3,2001,3,2016,12,1,6,101,2012,3,4,4,5,4,5,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,3,2,,2,,2,,2,,2,4,4,3,4,4,4,3,4,2,,2,,1,2,1,3,2,,2,,1,2,2,,2,,2,,2,,1,4,2,,2,,2,,3,,,,2,,,,,,,,2,2,1,,,,,,,,,,,,,,,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,5,3,3,3,4,4,4,4,4,4,2,4,3,4,2,3,3,,,,,,,,,,,1,2,2,40,0,11000,,1,71,6,2,8,5,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,2,101,4,1,1,3,2017,1,2017,1,1,1,101,2017,1,5,4,4,4,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,1,4,2,,2,,2,,2,,4,5,5,4,5,5,4,4,4,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,4,,,,2,,,,,,,,2,2,4,,,,,,,,,,,,,,,5,5,5,5,4,5,4,4,5,5,4,4,4,4,5,5,4,2,1,3,4,4,5,4,4,4,3,4,3,5,1,2,2,,,,,,,,,,,1,2,2,40,0,,280,1,90,6,1,7,3,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,2,101,5,1,1,3,2017,2,2017,2,1,1,101,2017,10,4,3,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,8,4,4,3,4,3,4,4,4,2,,2,,1,4,2,,2,,2,,2,,2,,2,,2,,2,,1,2,2,,2,,2,,1,,,,2,,,,,,,,2,2,4,,,,,,,,,,,,,,,4,3,4,3,3,3,3,4,3,3,3,3,3,4,3,3,4,4,3,3,4,3,4,3,4,4,3,3,4,4,2,2,3,,,,,,,,,,,1,2,2,40,0,,330,2,92,6,1,6,5,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,2,101,6,1,1,3,2013,9,2015,3,1,3,101,2013,9,3,3,4,3,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,1,2,2,,2,,2,,2,,2,3,4,3,4,4,3,3,2,2,,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,1,2,2,,2,,2,,3,,,,2,,,,,,,,2,2,2,,,,,,,,,,,,,,,4,3,3,3,3,3,3,4,4,3,2,4,3,3,3,3,5,4,4,3,4,4,3,2,4,3,4,3,3,3,3,3,3,,,,,,,,,,,1,2,2,40,10,4500,,2,88,3,1,7,3,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
222,2,101,7,1,1,3,2016,1,2017,3,1,3,101,2016,9,3,3,3,3,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,1,2,2,,2,,2,,2,,4,4,3,4,4,3,3,4,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,2,3,4,,,,,,,,,,,,,,,3,3,3,3,2,4,3,4,3,3,4,3,3,4,3,3,4,3,2,3,4,3,4,4,4,4,4,4,4,4,3,2,3,,,,,,,,,,,1,2,2,40,8,,300,1,88,9,1,7,3,1,C,20,204,4,1,4184,0,79,0,0,342,0,0,283300,4605,0,4605
223,0,321,0,1,1,1,2010,12,2016,1,1,3,302,2010,12,3,3,4,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,,,,1,2,1,3,2,,2,,2,,2,,2,,4,3,3,2,3,3,4,3,3,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,3,,,,2,,,,,,,,2,2,1,4,3,4,4,3,4,,,,,,,,,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,4,4,3,3,4,3,4,4,4,4,1,4,3,4,2,4,3,,,,,,,,,,,1,,2,40,5,5200,,1,83,9,2,6,2,1,C,20,203,2,1,19,80,10,0,0,0,0,0,29966,109,0,109
224,0,321,0,3,1,1,2002,7,2014,1,1,4,302,2002,7,2,2,3,3,3,2,3,3,2,4,4,3,3,3,3,4,4,3,,4,3,3,3,4,8,4,,3,,,,4,2,,2,,2,,2,,2,,2,,2,,1,1,1,2,1,1,1,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,2,2,1,4,4,4,4,3,4,,,,,,,,,3,3,3,4,2,3,3,4,3,4,3,3,3,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,,2,40,0,4000,,1,78,1,2,5,1,3,M,73,732,1,3,0,0,0,0,0,0,0,0,8353,0,0,0
227,0,311,0,1,1,1,2015,2,2015,2,5,5,301,2015,2,4,4,4,4,4,3,4,4,4,4,4,3,5,4,3,4,3,4,4,4,3,3,4,4,3,3,4,4,4,,,,1,3,2,,2,,2,,2,,2,,2,,3,4,3,3,4,4,4,2,2,2,,2,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,4,,,,2,,,,,,,,2,2,1,5,4,5,5,5,5,,,,,,,,,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,3,4,3,2,3,,,,,,,,,,,1,,2,40,0,-9,,1,74,9,2,6,2,1,C,30,303,1,1,0,0,2,0,0,10,0,0,12137,12,8,4
227,0,311,1,1,1,3,2016,10,2016,10,1,1,301,2017,2,3,1,3,3,3,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,2,1,2,2,2,2,1,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,1,3,4,,,,,,,,,,,,,,,2,1,5,1,1,2,2,2,3,3,1,1,1,5,5,5,5,5,5,1,4,1,3,4,4,3,3,5,1,2,5,4,4,,,,,,,,,,,1,2,2,40,5,,180,2,93,6,1,6,1,1,C,30,303,1,1,0,0,2,0,0,10,0,0,12137,12,8,4
227,0,311,2,1,1,3,2011,8,2015,4,1,3,301,2017,5,4,4,4,4,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,,1,3,2,,2,,6,4,4,3,3,4,4,4,4,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,3,2,,2,,2,,2,,2,,2,,,,2,,,,,,,,2,3,2,,,,,,,,,,,,,,,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,,,,,,,,,,,1,2,2,40,9,4800,,1,81,1,2,7,2,1,C,30,303,1,1,0,0,2,0,0,10,0,0,12137,12,8,4
227,0,311,3,1,1,3,2014,12,2014,12,1,1,301,2016,12,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,2,,2,,2,,2,,2,,3,5,5,5,5,5,5,4,4,2,,2,,2,,2,,1,4,1,4,1,4,2,,1,4,1,4,1,4,2,,2,,2,,2,,3,,,,2,,,,,,,,4,4,1,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,1,1,,,,,,,,,,,1,2,2,40,0,4100,,1,89,12,1,6,1,1,C,30,303,1,1,0,0,2,0,0,10,0,0,12137,12,8,4
227,0,331,0,1,1,1,2007,11,2015,4,1,4,303,2007,11,3,3,4,3,4,4,4,4,3,4,3,4,4,4,3,3,4,4,4,3,3,3,4,4,3,3,5,5,5,,,,2,,2,,2,,2,,1,3,2,,2,,6,3,4,4,4,3,3,3,3,2,,2,,2,,2,,1,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,3,,,,1,2,2042,30,2006,3,2,4,2,2,2,4,4,3,3,4,4,,,,,,,,,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,,2,40,10,5500,,1,81,2,1,6,1,1,C,30,303,1,1,0,0,2,0,0,10,0,0,12137,12,8,4
227,0,331,1,1,1,3,2012,4,2016,4,1,3,303,2016,12,3,3,3,2,4,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,2,2,4,3,3,3,3,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,2,1,1,,,,,,,,,,,,,,,3,3,3,3,2,3,4,4,3,3,2,2,3,2,3,3,4,4,4,3,2,1,4,2,4,3,3,3,2,3,3,4,4,,,,,,,,,,,1,2,2,40,10,5000,,1,85,10,2,6,1,1,C,30,303,1,1,0,0,2,0,0,10,0,0,12137,12,8,4
227,0,331,2,1,1,3,2011,4,2014,4,1,3,303,2011,4,3,4,3,2,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,,2,,2,,2,,2,3,2,3,3,3,3,2,2,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,2,3,3,,,,,,,,,,,,,,,3,3,3,3,2,2,3,4,3,4,3,2,2,2,4,4,3,3,3,3,3,3,4,2,4,3,4,3,2,3,2,2,2,,,,,,,,,,,1,2,2,40,8,5000,,1,84,10,1,6,1,1,C,30,303,1,1,0,0,2,0,0,10,0,0,12137,12,8,4
227,0,331,3,1,1,3,2014,12,2014,12,1,1,303,2014,12,4,4,3,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,4,3,3,4,4,4,3,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,,,2,1,4,,,,,,,,,,,,,,,4,3,5,3,4,3,3,4,3,4,4,4,3,4,4,3,4,4,3,4,3,4,4,4,4,4,3,3,3,3,3,2,4,,,,,,,,,,,1,2,2,40,10,4300,,1,88,6,1,6,1,1,C,30,303,1,1,0,0,2,0,0,10,0,0,12137,12,8,4
227,0,331,4,1,1,3,2016,1,2016,1,1,1,303,2016,3,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,1,4,2,,2,,2,,2,,2,,2,,2,2,2,3,4,4,4,3,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,1,,,,2,,,,,,,,2,1,4,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,2,2,40,5,,340,1,87,7,1,6,1,1,C,30,303,1,1,0,0,2,0,0,10,0,0,12137,12,8,4
227,0,331,5,1,1,3,2015,1,2015,1,1,1,303,2015,1,3,3,3,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,1,2,2,3,5,4,3,3,3,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,,,3,2,4,,,,,,,,,,,,,,,3,3,4,2,3,4,2,4,3,3,3,3,2,3,4,4,4,3,4,3,3,3,4,4,3,3,3,3,3,3,3,2,3,,,,,,,,,,,1,2,2,40,10,3400,,2,90,3,1,6,1,1,C,30,303,1,1,0,0,2,0,0,10,0,0,12137,12,8,4
