TrainHour,PeopleAvg,SatisAvg,W725_01,W725_02,W725_03,W725_04,W728_01,W728_02,W728_03,W728_04,C7_SCALE,W7_sex,W7_birthy,W7_birthm,W7_marr,W7_edu,W7_affil
60,3,3,3,3,3,3,3,3,3,3,3,1,83,4,2,3,
60,2,4,2,2,2,2,4,4,4,4,3,1,59,12,2,2,
60,3,3,3,3,3,3,3,3,3,3,3,1,64,8,2,3,
60,3.5,4,4,4,3,3,5,3,4,4,3,1,73,12,1,4,
60,4.5,4,4,4,5,5,4,4,4,4,3,1,72,2,2,8,4
60,4,4,4,4,4,4,4,4,4,4,3,1,88,2,1,6,2
60,4,5,4,4,4,4,5,5,5,5,3,1,84,7,1,5,3
60,2.75,3.5,2,3,3,3,3,4,4,3,3,1,98,9,1,7,4
60,4.25,3.75,4,4,5,4,4,4,3,4,3,1,77,9,2,6,2
-9,3.75,4.75,4,4,4,3,4,5,5,5,3,1,76,5,2,6,4
-9,4,4,4,5,4,3,4,4,4,4,3,1,75,5,2,6,2
-9,4,4,4,4,4,4,4,4,4,4,3,1,88,11,1,6,2
-9,3.75,4.5,4,4,3,4,5,4,5,4,3,1,86,7,2,6,2
-9,4.25,4.5,5,4,4,4,5,4,4,5,3,1,86,9,1,6,2
-9,4,4,4,5,4,3,4,4,4,4,3,1,75,2,2,5,1
-9,4,4,4,4,4,4,4,4,4,4,3,1,86,4,2,6,2
-9,4.25,4,4,5,4,4,4,3,5,4,3,1,81,4,2,4,
-9,3.5,4,3,4,4,3,4,4,4,4,3,1,78,1,2,6,4
43,5,4,5,5,5,5,4,4,4,4,4,1,75,3,2,6,1
16,4,4,4,4,4,4,4,4,4,4,3,1,82,5,2,6,1
10,4.75,5,5,5,4,5,5,5,5,5,4,1,66,8,2,6,1
10,3.75,3,3,4,4,4,4,2,3,3,4,1,75,7,2,6,1
10,3,4.5,3,3,3,3,5,4,4,5,4,1,69,7,1,6,2
10,3,3,3,3,3,3,3,3,3,3,4,2,73,8,2,4,
10,3.75,3.75,4,4,3,4,4,3,4,4,4,1,81,7,2,6,3
10,3,3.75,3,3,3,3,4,3,4,4,4,1,73,1,2,6,2
10,2,2.75,3,3,1,1,3,2,3,3,4,1,-9,-9,1,6,2
10,4,4,4,4,4,4,4,4,4,4,4,1,71,9,2,6,2
10,5,5,5,5,5,5,5,5,5,5,4,1,70,11,2,7,1
10,3,3.75,4,4,2,2,4,2,5,4,4,1,81,11,2,6,1
10,5,4,5,5,5,5,4,4,4,4,4,1,83,4,2,6,2
10,3.5,3,4,4,3,3,3,3,3,3,4,2,87,2,1,6,2
10,4,4,4,4,4,4,4,4,4,4,4,1,72,10,2,6,2
10,3.25,3.5,3,3,3,4,3,3,4,4,4,1,88,11,2,6,1
10,3,3,3,3,3,3,3,3,3,3,4,2,79,12,2,7,1
10,4,3,4,4,4,4,3,3,3,3,4,2,82,9,2,4,
10,4,4,4,4,4,4,4,4,4,4,4,2,74,9,2,6,1
10,3.75,4.5,4,3,4,4,4,4,5,5,4,2,75,-9,2,7,1
10,3.5,4,4,3,3,4,4,4,4,4,4,2,85,4,2,6,2
10,4.25,5,4,4,5,4,5,5,5,5,4,2,82,11,2,6,6
10,3,2.75,3,2,4,3,3,2,3,3,4,2,77,-9,1,6,1
10,4,4,4,4,4,4,4,4,4,4,4,2,74,5,2,6,6
10,3,2.75,4,3,3,2,3,2,3,3,4,2,77,12,1,6,1
10,3,3.25,3,3,3,3,3,4,3,3,4,2,89,9,1,6,2
10,3.25,3.75,3,3,3,4,4,4,3,4,4,2,85,10,2,6,1
10,3.75,4.5,4,4,3,4,4,5,5,4,4,1,67,6,2,6,2
10,4.25,4.75,4,4,5,4,5,4,5,5,4,1,85,11,2,6,1
10,3,4,3,3,3,3,4,4,4,4,4,1,70,-9,2,6,2
10,3.25,4,3,3,3,4,4,4,4,4,4,2,83,9,2,5,2
10,4,4,4,4,4,4,4,4,4,4,4,2,90,10,1,6,1
10,4,3.75,4,4,4,4,4,3,4,4,4,2,87,10,1,6,1
10,4,4,4,4,4,4,4,3,5,4,4,1,82,2,2,6,1
10,4,3,4,4,4,4,3,3,3,3,4,1,83,2,2,6,2
10,4,4,4,4,4,4,4,4,4,4,4,1,81,9,2,6,1
10,4,3.25,4,4,4,4,4,3,3,3,4,2,81,2,1,6,1
10,3.5,4.75,4,3,4,3,4,5,5,5,4,1,69,4,2,6,2
10,3.25,4,4,3,3,3,4,4,4,4,4,1,73,10,2,6,2
10,3,3.5,3,3,3,3,4,3,4,3,4,1,79,3,2,6,1
10,3.25,3,3,3,3,4,3,3,3,3,4,2,79,10,2,4,
10,5,4.75,5,5,5,5,5,4,5,5,4,1,85,1,2,6,2
10,4.25,3.75,4,5,4,4,4,3,4,4,4,2,88,9,1,6,3
10,1.5,2.75,1,1,3,1,2,2,4,3,4,2,88,5,1,6,1
10,3.25,3,3,3,4,3,3,3,3,3,4,2,67,2,2,6,2
10,2.75,4,3,3,3,2,4,4,4,4,4,1,73,3,2,6,1
10,4,3.5,4,4,4,4,3,4,4,3,4,1,68,10,2,6,1
10,3,2.75,3,3,3,3,3,2,3,3,4,2,88,3,2,6,1
10,4.75,4,4,5,5,5,4,4,4,4,4,2,82,9,1,5,1
10,4,4,4,4,4,4,4,4,4,4,4,1,68,1,2,6,3
10,3.75,3.75,4,3,4,4,4,4,3,4,4,1,67,11,2,6,2
10,3.5,4.25,4,3,4,3,4,4,5,4,4,1,73,7,2,6,1
10,3.25,3,3,3,4,3,2,3,4,3,4,1,88,3,1,6,2
10,3.25,4,4,3,3,3,4,4,4,4,4,2,85,11,1,5,1
10,3.5,3.25,4,3,4,3,2,4,4,3,4,1,70,2,2,7,1
25,4,3.75,4,4,4,4,4,3,4,4,3,1,70,2,2,6,2
25,3.75,4,4,3,4,4,4,4,4,4,3,2,80,11,2,6,1
25,5,5,5,5,5,5,5,5,5,5,3,2,82,8,1,6,1
25,2.5,2.75,3,2,2,3,3,3,2,3,3,2,80,2,2,4,
151,5,4,5,5,5,5,4,4,4,4,4,1,75,5,2,7,1
151,5,4,5,5,5,5,4,4,4,4,4,1,84,2,2,6,1
151,4.5,3.5,4,4,5,5,4,2,4,4,4,2,87,11,1,6,2
151,5,4.75,5,5,5,5,5,5,5,4,4,2,90,9,2,6,4
151,4,4.75,4,4,4,4,5,5,5,4,4,2,85,12,1,6,1
151,5,5,5,5,5,5,5,5,5,5,4,1,81,1,2,6,2
151,4.75,4,4,5,5,5,4,4,4,4,4,2,89,1,2,6,3
151,4.75,5,4,5,5,5,5,5,5,5,4,1,72,10,2,6,1
151,4.25,4.75,4,4,5,4,5,5,5,4,4,1,72,4,2,6,2
151,4,4.5,4,4,4,4,5,4,4,5,4,1,81,3,2,6,1
151,4.75,5,4,5,5,5,5,5,5,5,4,1,80,1,2,6,2
151,5,4,5,5,5,5,3,5,5,3,4,1,74,9,2,7,3
151,4,3.75,4,4,4,4,4,4,4,3,4,1,83,6,1,6,3
151,4.75,4,4,5,5,5,4,4,4,4,4,1,80,1,2,6,3
151,4,4,4,4,4,4,4,4,4,4,4,1,82,2,1,6,2
151,4,4,4,4,4,4,4,4,4,4,4,1,86,10,1,6,2
151,4.5,5,5,4,5,4,5,5,5,5,4,1,76,11,2,6,1
151,4.25,4,4,4,5,4,4,4,4,4,4,1,82,3,2,6,2
151,4,4,4,4,4,4,4,4,4,4,4,1,75,4,2,6,1
20,3.25,3.5,3,3,4,3,4,3,4,3,3,1,82,12,2,6,2
107,3.5,4,3,3,4,4,4,4,4,4,3,2,78,8,2,6,1
107,3,3.25,3,3,3,3,3,3,4,3,3,2,91,8,2,5,2
107,3.25,3,4,3,3,3,3,3,3,3,3,2,85,9,2,6,2
107,4,4,4,4,4,4,4,4,4,4,3,2,88,2,2,6,1
107,3,4,3,3,3,3,4,4,4,4,3,2,87,4,2,5,1
107,4.25,4.25,3,4,5,5,5,2,5,5,3,2,95,2,1,5,4
107,3.5,3.75,3,3,4,4,4,3,4,4,3,1,70,10,2,7,2
107,2.75,3,2,2,3,4,3,2,4,3,3,2,93,11,1,7,1
107,3.5,3.75,4,3,4,3,4,3,4,4,3,2,93,3,1,6,1
107,4,3.75,4,4,4,4,4,3,4,4,3,1,86,1,1,6,2
107,4,3.75,4,4,4,4,4,3,4,4,3,1,82,1,2,6,1
107,4.5,5,4,5,5,4,5,5,5,5,3,1,80,1,2,6,3
107,4,4,4,4,4,4,4,4,4,4,3,2,87,9,1,6,2
107,4.75,4.75,4,5,5,5,5,4,5,5,3,1,83,9,2,6,6
107,4.25,4,4,4,5,4,4,4,4,4,3,2,86,12,2,6,6
107,4.5,3.75,5,4,4,5,4,3,4,4,3,1,80,7,2,6,3
107,4,3.25,4,4,4,4,4,1,5,3,3,2,88,5,1,6,3
107,3.25,3.25,4,3,3,3,4,3,3,3,3,1,89,2,1,6,2
107,4.5,5,5,4,5,4,5,5,5,5,3,1,84,1,2,6,1
107,4,3.5,4,4,4,4,4,3,3,4,3,2,83,1,2,6,2
107,4,4,4,4,4,4,4,4,4,4,3,1,70,1,2,6,3
107,5,4.75,5,5,5,5,5,4,5,5,3,1,75,4,2,6,3
107,4,4.75,3,5,4,4,5,5,5,4,3,1,87,1,2,5,3
107,3,2.5,3,3,3,3,3,2,2,3,3,1,77,4,2,6,3
107,4,4,4,4,4,4,4,4,4,4,3,1,77,10,1,5,3
107,3.75,4,4,4,3,4,4,4,4,4,3,1,74,4,2,3,
107,4,3.75,4,4,4,4,4,4,3,4,3,1,70,4,2,6,1
107,4.25,5,4,4,5,4,5,5,5,5,3,1,70,11,2,3,
107,4.75,3.25,4,5,5,5,4,2,4,3,3,1,81,9,1,5,3
107,4,4,4,4,4,4,5,3,4,4,3,1,72,11,2,3,
107,5,4,5,5,5,5,4,4,4,4,3,1,76,7,2,4,
107,3.75,4.25,4,4,3,4,4,4,5,4,3,1,76,1,2,3,
107,3.75,3.75,3,4,4,4,5,3,4,3,3,1,93,6,1,2,
107,3.25,2.5,3,3,3,4,3,1,3,3,3,1,83,6,1,4,
107,4.5,3.25,5,4,4,5,4,2,4,3,3,1,81,11,1,3,
107,4,3,4,4,4,4,3,2,4,3,3,1,74,10,2,3,
107,4,4,4,4,4,4,4,4,4,4,3,1,74,8,2,5,3
107,3.75,3,3,4,4,4,3,3,3,3,3,1,79,11,2,5,3
107,4,2.75,4,4,4,4,3,1,4,3,3,1,78,12,2,3,
107,4,3.25,5,4,4,3,3,3,4,3,3,2,87,1,1,4,
107,3.5,1.75,4,4,3,3,3,1,1,2,3,2,94,12,1,4,
107,4,4,4,4,4,4,4,4,4,4,3,2,98,3,1,3,
107,3,3.25,3,3,3,3,3,2,5,3,3,1,89,8,2,3,
107,4.5,3.25,5,4,5,4,3,3,4,3,3,2,88,11,1,4,
107,3.75,3,4,3,4,4,3,3,3,3,3,2,95,11,1,3,
107,3.25,3.25,3,3,4,3,3,3,4,3,3,1,71,10,2,5,3
107,3.5,4,4,4,3,3,4,4,4,4,3,2,88,2,1,4,
107,4,4,4,4,4,4,4,4,4,4,3,1,83,11,2,3,
107,4.25,4,4,4,4,5,4,4,4,4,3,1,72,7,2,4,
107,4,3,4,4,4,4,3,3,3,3,3,1,86,8,1,4,
107,3.75,4,4,3,4,4,4,4,4,4,3,2,87,6,1,4,
107,4.25,3.5,5,4,4,4,3,4,4,3,3,2,87,2,1,2,
107,4,4,4,4,4,4,4,4,4,4,3,2,72,4,2,4,
107,3.75,3.5,4,4,4,3,4,3,4,3,3,1,83,2,2,5,3
107,4,3.5,4,4,4,4,4,3,4,3,3,1,75,11,2,3,
107,4,4,4,4,4,4,4,4,4,4,3,1,79,8,2,2,
107,2.75,3.5,2,3,3,3,4,3,4,3,3,1,98,9,1,4,
107,4,3.75,4,4,4,4,4,3,4,4,3,1,82,7,2,3,
107,4.5,4.25,4,5,5,4,4,4,5,4,3,2,82,1,1,4,
124,4,4,4,4,4,4,4,4,4,4,4,1,75,1,2,6,2
124,3,3.25,3,3,4,2,3,3,4,3,4,1,74,1,2,6,1
124,1,1.75,1,1,1,1,1,1,4,1,4,1,86,2,1,6,1
124,3.5,3.75,5,4,3,2,4,2,5,4,4,1,80,9,2,6,1
124,3.25,3.75,3,3,3,4,3,4,4,4,4,1,82,6,2,6,1
124,2.5,4,4,2,2,2,4,4,4,4,4,1,82,8,2,6,2
124,2.75,2.5,2,3,3,3,3,2,3,2,4,1,84,11,1,6,2
124,4.25,4,4,4,5,4,4,4,4,4,4,1,66,12,2,6,3
124,3.5,3.75,4,3,4,3,4,3,4,4,4,1,71,9,2,6,2
124,3.75,4,4,4,4,3,4,4,4,4,4,1,77,1,2,6,3
124,3.75,4,4,3,4,4,4,4,4,4,4,1,60,3,2,6,3
124,3.5,3.75,4,3,4,3,4,3,4,4,4,1,86,2,1,6,2
124,4,3.75,4,4,4,4,4,3,4,4,4,1,75,12,2,7,7
124,2.5,3.25,3,2,2,3,3,3,4,3,4,1,66,9,2,6,3
124,3.75,3.5,4,4,4,3,4,3,4,3,4,1,75,10,1,6,2
124,4,3.75,4,4,4,4,4,4,4,3,4,2,93,3,1,6,2
124,2.75,4,2,3,3,3,4,3,5,4,4,1,79,5,2,6,1
124,3.5,4.25,4,3,4,3,4,5,4,4,4,1,70,2,2,6,3
124,3.75,3.75,4,4,4,3,4,3,4,4,4,1,68,6,2,6,3
124,3.75,3.75,4,4,4,3,4,3,4,4,4,1,84,7,2,6,3
124,4,4,4,4,4,4,4,4,4,4,4,1,81,5,2,6,3
124,3.25,2.75,4,3,3,3,3,2,3,3,4,1,81,8,2,6,3
124,4.25,4,4,4,5,4,4,4,4,4,4,1,68,11,2,6,3
124,3.75,4,4,4,4,3,4,4,4,4,4,1,70,8,2,6,3
124,4,3.75,4,4,4,4,4,3,4,4,4,1,73,11,2,2,
124,4,4,4,4,4,4,4,4,4,4,4,1,75,8,2,3,
124,4,3.25,4,4,4,4,4,3,3,3,4,1,78,10,3,5,3
124,4,3.5,4,4,4,4,4,3,4,3,4,1,73,1,2,3,
124,4,3.5,4,4,4,4,4,2,4,4,4,1,72,12,2,3,
124,3,3,3,3,3,3,3,3,3,3,4,1,72,12,2,2,
124,4,3.75,4,4,4,4,4,3,4,4,4,1,73,8,2,5,3
124,4,3.5,4,4,4,4,4,3,4,3,4,1,76,1,2,2,
124,3,3,3,3,3,3,3,3,3,3,4,1,70,7,2,3,
124,2.75,3.25,2,3,3,3,3,4,3,3,4,1,74,11,2,3,
124,2,1.5,1,2,2,3,1,1,2,2,4,1,79,12,2,2,
124,2.25,3.5,1,2,3,3,3,4,3,4,4,1,68,6,2,3,
124,2.25,3,2,2,3,2,4,2,3,3,4,1,67,1,2,3,
124,4.25,3.75,4,4,5,4,4,4,4,3,4,1,81,5,2,5,1
124,3.75,3,4,4,4,3,3,3,3,3,4,1,72,12,2,3,
124,3.25,3,3,3,4,3,3,3,3,3,4,1,72,10,2,3,
124,3.5,3.25,4,4,3,3,3,4,3,3,4,1,71,2,2,2,
124,3,4,3,3,3,3,4,4,4,4,4,1,78,12,2,5,3
124,1.25,3,2,1,1,1,3,3,3,3,4,1,74,8,2,2,
124,3.25,4,3,3,4,3,4,4,4,4,4,1,70,9,2,5,5
124,2.75,3.5,3,2,3,3,4,3,3,4,4,1,69,3,2,3,
124,2.25,4,3,2,2,2,4,4,4,4,4,1,70,7,2,3,
124,2.75,4.5,3,3,3,2,4,4,5,5,4,1,68,5,2,2,
124,4,3.75,4,4,4,4,4,3,4,4,4,1,70,2,2,2,
124,3.5,3.5,3,4,4,3,4,3,4,3,4,1,79,12,2,2,
124,4.5,3.5,5,4,4,5,4,3,4,3,4,1,71,2,2,4,
124,1.75,3.5,2,2,1,2,4,3,3,4,4,1,69,10,2,5,1
124,3,4,3,3,3,3,4,4,4,4,4,1,82,3,2,5,3
124,2.5,3,2,3,3,2,3,3,3,3,4,1,80,8,2,1,
124,3.25,3,3,4,3,3,3,3,3,3,4,1,85,6,2,5,3
124,4,4,4,4,4,4,4,4,4,4,4,1,73,12,2,3,
124,3,4.75,3,3,3,3,4,5,5,5,4,1,66,12,2,3,
124,3.25,3.5,3,4,3,3,3,3,4,4,4,1,60,7,-9,2,
124,3.75,5,4,4,4,3,5,5,5,5,4,1,57,10,2,3,
124,3,3.5,3,3,3,3,4,3,3,4,4,1,65,5,2,3,
124,3.25,3.25,3,3,4,3,4,2,4,3,4,1,67,7,2,1,
124,3,4,3,3,3,3,4,4,4,4,4,1,55,7,2,4,
124,2,3,2,2,2,2,4,2,3,3,4,1,70,9,2,3,
124,3,3.25,3,3,3,3,3,3,4,3,4,1,82,8,2,5,3
124,4,3.75,4,3,4,5,4,3,4,4,4,1,82,12,2,5,3
124,3,4,3,3,4,2,4,4,4,4,4,1,59,1,2,1,
124,4,4,4,4,4,4,4,4,4,4,4,1,84,2,2,2,
124,2.5,4,2,2,3,3,4,4,4,4,4,1,73,12,2,5,4
20,5,4,5,5,5,5,4,4,4,4,4,1,82,5,2,6,1
20,5,5,5,5,5,5,5,5,5,5,4,1,84,9,2,6,4
20,4.75,5,5,4,5,5,5,5,5,5,4,1,87,7,1,6,2
20,5,4.5,5,5,5,5,5,4,5,4,4,2,89,9,1,6,1
20,5,5,5,5,5,5,5,5,5,5,4,2,90,1,1,6,1
20,4,4,4,4,4,4,4,4,4,4,4,1,86,10,1,6,2
40,4,3.5,4,4,4,4,4,3,4,3,4,1,83,2,2,6,2
85,4,4,4,4,4,4,4,4,4,4,4,1,70,5,2,6,2
56,3.5,4.25,4,3,4,3,4,5,4,4,4,1,67,8,2,6,2
56,3,4,3,3,3,3,4,4,4,4,4,1,76,1,2,6,3
56,2.5,3.75,3,2,3,2,4,4,4,3,4,1,87,9,2,6,2
56,2.25,3,3,2,2,2,3,3,3,3,4,1,85,6,2,6,1
56,3.25,4,3,3,4,3,4,4,4,4,4,1,89,3,1,6,2
56,3.5,4,4,4,3,3,4,4,4,4,4,1,72,9,2,6,3
56,2,4,2,2,2,2,4,4,4,4,4,1,87,11,1,6,1
56,2.25,3.75,3,2,2,2,4,4,4,3,4,2,87,3,2,6,1
56,3,4.25,3,3,3,3,4,5,4,4,4,1,98,6,1,6,2
56,2,3.5,2,2,2,2,3,4,4,3,4,1,81,9,1,6,2
56,3,3,3,3,3,3,3,3,3,3,4,1,75,7,2,6,1
56,4.25,4.75,4,4,5,4,4,5,5,5,4,1,68,8,2,6,1
56,3.75,3.75,3,4,4,4,4,3,4,4,4,1,76,10,2,6,4
56,3.25,4,3,3,3,4,4,4,4,4,4,1,82,7,2,6,3
56,3,3.75,3,3,3,3,4,4,3,4,4,2,79,9,2,4,
56,3,3.75,4,3,2,3,4,3,4,4,4,1,80,2,2,3,
56,3.75,3.75,4,4,4,3,4,4,4,3,4,1,79,2,2,6,3
56,3.5,4,4,3,4,3,4,4,4,4,4,1,74,1,2,7,3
56,3.25,3.25,4,3,3,3,3,4,3,3,4,1,85,12,2,6,3
56,2,4,2,2,2,2,4,4,4,4,4,1,83,1,2,5,3
56,3.25,3.5,4,3,3,3,3,4,4,3,4,1,83,2,2,6,3
56,4,4,4,4,4,4,4,4,4,4,4,2,80,4,2,4,
56,3.75,4,4,3,4,4,4,4,4,4,4,1,71,10,2,6,3
56,4,4,4,4,4,4,4,4,4,4,4,1,78,10,2,3,
56,3.75,3.75,4,4,4,3,4,4,4,3,4,1,80,6,2,2,
56,3.5,3.25,4,4,3,3,4,3,3,3,4,1,78,4,2,3,
56,3.5,3,4,3,4,3,2,5,4,1,4,1,79,1,2,3,
56,3,3,3,3,3,3,3,3,3,3,4,1,80,11,2,3,
56,3.5,4,4,3,4,3,4,4,4,4,4,1,75,8,2,6,3
56,4,4,4,4,4,4,4,4,4,4,4,1,89,7,1,6,3
56,3.5,3.75,3,4,3,4,4,3,4,4,4,1,85,3,1,2,
56,2,2.75,2,2,2,2,2,4,3,2,4,1,87,1,1,6,3
56,3.5,3.75,4,4,3,3,4,4,4,3,4,1,91,2,1,6,3
91,4.5,5,4,4,5,5,5,5,5,5,4,1,72,9,2,7,2
91,4,4.75,4,4,4,4,5,4,5,5,4,1,83,1,1,6,1
91,3.25,3.25,4,3,3,3,3,3,4,3,4,1,80,5,1,6,2
91,2.75,3,3,3,2,3,3,3,3,3,4,2,85,9,1,7,1
91,3.25,3.5,3,3,3,4,4,3,3,4,4,1,88,7,1,6,2
91,5,4,5,5,5,5,4,4,4,4,4,1,84,3,2,6,1
91,4,4,4,4,4,4,4,4,4,4,4,1,65,11,2,6,3
91,3.75,3.75,4,3,4,4,4,3,4,4,4,1,77,10,2,6,3
91,4,3.75,4,4,4,4,4,3,4,4,4,1,87,7,2,6,3
91,3,3,3,3,3,3,3,3,3,3,4,1,88,1,2,6,3
91,3.75,3.5,4,4,4,3,4,4,3,3,4,1,60,7,2,5,3
91,3.5,3,4,3,4,3,4,2,3,3,4,1,65,2,2,2,
60,4.25,4.75,4,4,5,4,5,4,5,5,4,1,71,2,2,6,3
60,4.25,3.5,5,4,4,4,3,4,4,3,4,1,69,5,2,6,3
60,3.25,3,4,3,3,3,3,3,3,3,4,1,59,7,2,3,
60,2.75,3.5,3,2,3,3,4,3,3,4,4,1,62,9,2,3,
60,3.5,4,3,4,3,4,4,4,4,4,4,1,73,2,2,3,
60,4,4,4,4,4,4,4,4,4,4,4,1,85,9,2,5,3
60,4.5,4.25,4,5,5,4,4,4,4,5,4,1,62,2,2,5,3
60,3.25,4,3,4,3,3,4,4,4,4,4,1,66,12,2,3,
60,4,4,4,4,4,4,4,4,4,4,4,1,89,12,1,5,3
60,2,3.75,2,2,2,2,4,3,4,4,4,1,61,4,2,5,3
60,3.25,3.75,4,3,3,3,4,3,4,4,4,1,60,1,2,5,3
60,2.5,2.5,2,2,4,2,2,2,3,3,4,1,75,6,2,5,3
60,4,3,4,4,4,4,3,3,3,3,4,1,76,8,2,6,3
60,2.75,3,3,3,3,2,4,2,3,3,4,1,59,4,2,3,
60,3,3,3,3,3,3,3,3,3,3,4,1,66,3,2,3,
60,3.5,3.25,3,3,4,4,4,3,3,3,4,1,73,10,2,5,3
60,4,4.75,4,4,4,4,5,5,5,4,4,1,67,8,2,3,
60,2.75,3.5,2,3,4,2,4,3,4,3,4,1,65,5,2,5,3
60,1,2.5,1,1,1,1,2,3,3,2,4,1,63,1,2,3,
60,3,2.75,3,4,2,3,4,1,3,3,4,1,68,11,2,3,
60,4,3.25,4,4,4,4,3,3,4,3,4,1,80,5,2,2,
60,2.25,3.75,3,2,2,2,4,3,4,4,4,1,60,6,2,3,
60,1,3.5,1,1,1,1,4,3,3,4,4,1,67,2,2,3,
60,3.5,4,3,3,4,4,4,4,4,4,4,1,73,7,2,7,3
60,3.5,3.5,3,3,4,4,3,4,4,3,4,1,85,5,1,7,3
60,2.75,4.25,1,2,5,3,4,4,5,4,4,1,83,6,2,7,3
60,4,4,4,4,4,4,4,4,4,4,4,1,82,1,2,7,3
60,3.25,3.75,4,3,3,3,4,4,4,3,4,1,82,1,2,7,3
60,4.75,4,4,5,5,5,4,4,4,4,4,1,82,1,2,7,3
60,5,5,5,5,5,5,5,5,5,5,4,1,70,8,2,7,3
60,3.5,3,4,3,4,3,4,2,3,3,4,2,82,2,1,6,3
60,3,4,4,2,4,2,4,4,4,4,4,1,84,9,2,7,3
60,2.75,3.25,2,3,4,2,4,2,3,4,4,1,83,12,1,7,3
60,3.75,3.75,4,3,4,4,4,3,4,4,4,1,85,6,2,7,3
60,2.5,3.5,4,2,2,2,3,4,5,2,4,1,87,1,1,7,3
60,4,3.25,4,4,4,4,3,4,3,3,4,1,71,1,1,6,2
60,4,4,4,3,5,4,5,4,2,5,4,1,84,1,2,6,3
60,4.25,3.75,4,4,5,4,4,3,4,4,4,1,83,11,2,6,3
60,4,3.75,4,4,4,4,4,3,4,4,4,1,82,11,2,6,2
60,4.25,3.5,4,4,4,5,4,2,4,4,4,1,78,7,2,7,2
60,4,3.75,4,4,4,4,4,3,4,4,4,1,73,7,2,6,3
60,3,3.5,4,2,3,3,4,3,3,4,4,1,75,6,2,6,2
60,2.5,3.25,2,3,2,3,4,2,4,3,4,1,85,2,1,6,1
60,3.5,3.5,3,3,4,4,4,2,5,3,4,1,81,8,2,6,3
60,4,3.25,4,4,4,4,3,3,4,3,4,2,87,7,2,6,3
60,5,4.75,5,5,5,5,5,5,5,4,4,1,83,3,2,6,2
60,4,4,4,4,4,4,4,4,4,4,4,1,79,4,2,6,3
60,5,4,5,5,5,5,4,4,4,4,4,1,70,10,2,6,1
60,1.25,4.25,2,1,1,1,4,4,5,4,4,1,77,10,2,7,1
60,4.5,4,4,4,5,5,4,3,5,4,4,1,83,3,2,6,2
60,4.5,3.25,4,5,5,4,3,3,4,3,4,2,82,4,2,6,3
60,4,3.5,3,4,4,5,4,3,3,4,4,2,77,9,2,6,2
60,4.25,4,4,4,5,4,5,3,4,4,4,1,66,-9,2,6,2
60,1.5,2.25,1,1,3,1,4,1,3,1,4,1,88,1,1,6,1
60,4.75,4,5,5,5,4,4,4,4,4,4,2,83,5,2,6,2
60,2.75,3,3,2,3,3,3,3,3,3,4,2,84,11,2,6,1
60,4.5,3.75,4,5,5,4,4,4,4,3,4,2,80,8,2,7,2
60,2,2,2,2,2,2,2,1,3,2,4,1,85,11,2,6,2
30,4,4,4,4,4,4,4,4,4,4,3,1,75,12,2,6,3
30,5,5,5,5,5,5,5,5,5,5,3,1,92,2,1,6,3
30,2.75,3,2,2,4,3,4,2,3,3,3,1,88,8,1,6,3
30,4,3.75,4,4,4,4,4,3,4,4,3,1,80,10,2,7,3
30,2.5,2.75,2,3,2,3,3,2,3,3,3,1,71,11,2,6,1
30,3.75,3.25,3,4,4,4,3,3,3,4,3,1,89,6,1,6,1
30,5,5,5,5,5,5,5,5,5,5,3,1,84,9,1,6,2
30,2.5,3.75,2,3,2,3,4,2,5,4,3,1,86,2,1,7,2
30,4,4,4,4,4,4,4,4,4,4,3,1,70,6,2,8,4
30,4,3.5,4,4,4,4,3,4,4,3,3,1,74,12,2,5,1
30,4,4,4,4,4,4,4,4,4,4,3,1,76,2,2,6,3
30,4,4.25,4,4,5,3,5,4,4,4,3,1,73,1,2,7,3
30,3.5,4,3,3,5,3,4,4,4,4,3,1,64,10,2,5,3
30,3,3.25,3,3,3,3,4,2,4,3,3,1,84,6,2,6,3
30,3.75,3.25,4,3,4,4,3,3,4,3,3,1,71,9,1,5,3
30,3.25,2.75,3,3,4,3,3,1,4,3,3,2,82,12,2,6,3
30,2.75,3.5,2,3,3,3,4,2,4,4,3,1,69,5,2,5,3
30,3.75,3.5,3,4,4,4,4,3,4,3,3,1,83,6,2,5,3
30,3,3.75,3,3,3,3,4,2,5,4,3,1,89,8,2,6,3
30,4,4,4,4,4,4,4,4,4,4,3,1,90,10,1,6,3
30,4,3.75,4,4,4,4,4,3,4,4,3,1,71,2,2,5,3
30,4,3.25,4,4,4,4,4,3,3,3,3,1,79,6,2,2,
30,4,4,4,4,4,4,4,4,4,4,3,1,85,10,2,3,
30,2.75,5,3,3,3,2,5,5,5,5,3,1,70,3,2,5,1
30,4,4,4,4,4,4,4,4,4,4,3,1,84,2,1,2,
30,5,4.25,5,5,5,5,5,4,4,4,3,1,82,6,2,2,
30,4,3.25,4,4,4,4,3,3,4,3,3,1,92,11,1,2,
30,3.75,4,4,4,4,3,4,4,4,4,3,1,71,5,3,3,
30,3.75,3.25,4,4,4,3,3,4,4,2,3,1,74,5,2,6,1
30,3.75,3.75,4,3,4,4,3,3,5,4,3,1,85,9,1,6,3
30,2.75,3.25,3,3,2,3,4,3,3,3,3,1,86,12,2,6,4
30,3.75,2.25,4,4,4,3,2,3,1,3,3,1,80,10,2,6,2
